Program,Access,State,City,Address,ZipCode,Latitude,Longitude
ELEC,Public,MD,Middle River,1414 Burke Road,21220,39.307213,-76.380265
ELEC,Public,MD,Oakland,12532 Garrett Hwy,21550,39.419369297,-79.3993906845
ELEC,Public,MD,Westminster,101 N. Court St,21157,39.571179,-76.986625
ELEC,Public,MD,Bowie,15901 Excalibur Road,20716,38.942721,-76.7300088
ELEC,Public,MD,Rockville,15235 Siesta Ky Way,20850,39.105683,-77.194324
ELEC,Public,MD,Rockville,15235 Siesta Ky Way,20850,39.105717,-77.194313
ELEC,Public,MD,Bethesda,7077 Woodmont Avenue,20815,38.9802978,-77.0926444
ELEC,Public,MD,Annapolis,621 Ridgely Avenue,21401,38.9967584,-76.5166222
ELEC,Public,MD,Garrison,1 Hartley Cir,21117,39.399043,-76.758495
ELEC,Public,MD,Kensington,3711 Howard Ave,20902,39.02698,-77.072248
ELEC,Public,MD,Olney,16601 Georgia Ave,20832,39.12572,-77.069796
ELEC,Public,MD,Accokeek,15773 Livingston Rd.,20607,38.669959,-77.006673
ELEC,Public,MD,Baltimore,6025 Roland Ave.,21210,39.3737442,-76.6338932
ELEC,Public,MD,Frederick,111 Byte Drive,21702,39.458751,-77.406626
ELEC,Public,MD,Baltimore,2560 Quarry Lake Drive,21209,39.3847962,-76.686881
ELEC,Public,MD,Hanover,7201 Corporate Dr.,21076,39.1871889,-76.6977523
ELEC,Public,MD,Glen Burnie,6700 Ritchie Highway,21061,39.1938043,-76.6135573
ELEC,Public,MD,Arnold,101 College Parkway,21012,39.0489086,-76.5165644
ELEC,Public,MD,Annapolis,888 Bestgate Road,21401,38.994233,-76.5435462
ELEC,Public,MD,Annapolis,810 Bestgate Road,21401,38.994687,-76.537177
ELEC,Public,MD,Lusby,11745 Rousby Hall Rd,20657,38.37316,-76.442981
ELEC,Public,MD,California,45086 Voyage Path,20619,38.299079,-76.5215003
ELEC,Public,MD,Kensington,3710 Mitchell St,20895,39.026047,-77.074932
ELEC,Public,MD,Bel Air,2104 Emmorton Rd,21015,39.498785,-76.326226
ELEC,Public,MD,Gaithersburg,16 S Summit Ave,20877,39.140453,-77.194623
ELEC,Public,MD,Gaithersburg,16 S Summit Ave,20877,39.140447,-77.194696
ELEC,Public,MD,Gaithersburg,16 S Summit Ave,20877,39.139772,-77.194903
ELEC,Public,MD,Ellicott City,3451 Court House Dr,21043,39.275691,-76.803805
ELEC,Public,MD,Cockeysville,10500 York Road,21030,39.4751771,-76.6420841
ELEC,Public,MD,Baltimore,1068 North Front Street,21202,39.2973695,-76.6068302
ELEC,Public,MD,Baltimore,1899 Leadenhall Street,21230,39.2678473,-76.6182956
ELEC,Public,MD,Baltimore,4547 Annapolis Road,21227,39.2288485,-76.6395344
ELEC,Public,MD,Odenton,730 New Waugh Chapel Road,21113,39.071568,-76.719388
ELEC,Public,MD,Annapolis,112 West Street,21401,38.9781489,-76.4973566
ELEC,Public,MD,White Plains,4210 Crain Highway,20695,38.595679,-76.937366
ELEC,Public,MD,Hyattsville,7720 Barlowe Rd,20785,38.91908,-76.87317
ELEC,Public,MD,Waldorf,2600 Crain Hwy Waldorf MD 20601,20601,38.637668,-76.89819
ELEC,Public,MD,Bethesda,7475 Wisconsin Avenue,20814,38.9843643,-77.0936894
ELEC,Public,MD,Chevy Chase,4800 Chevy Chase Dr,20815,38.976566,-77.095277
ELEC,Public,MD,Hanover,7200 Alden Way,21076,39.185814,-76.740564
ELEC,Public,MD,Clinton,8333 Woodyard Rd.,20735,38.776317,-76.870756
ELEC,Public,MD,Hanover,7250 Parkway Dr,21076,39.17454,-76.733965
ELEC,Public,MD,Hanover,7250 Parkway Dr,21076,39.174511,-76.733869
ELEC,Public,MD,Hanover,7250 Parkway Dr,21076,39.174542,-76.733893
ELEC,Public,MD,Hanover,7250 Parkway Dr,21076,39.174548,-76.734025
ELEC,Public,MD,Edgewood,1725 Edgewood Rd,21040,39.451734,-76.305481
ELEC,Public,MD,Lanham,4755 Walden Ln,20706,38.954368,-76.833482
ELEC,Public,MD,Lanham,4755 Walden Ln.,20706,38.954368,-76.833493
ELEC,Public,MD,Baltimore,1830 E Madison St,21205,39.299776,-76.591356
ELEC,Public,MD,Annapolis,1903 Towne Centre Blvd,21401,38.980894,-76.542837
ELEC,Public,MD,Olney,18167 Village Center Dr,20832,39.152581,-77.063608
ELEC,Public,MD,Elkridge,6630 Marie Curie Dr,21075,39.18765,-76.795483
ELEC,Public,MD,Ellicott City,10050 Baltimore National Pike,21042,39.28065,-76.85693
ELEC,Public,MD,Rockville,11580 Old Georgetown Rd,20852,39.050017,-77.115721
ELEC,Public,MD,Queenstown,441 Outlet Center Dr,21658,38.982357,-76.158326
ELEC,Public,MD,Rockville,1101 Nelson St,20850,39.09125,-77.174699
ELEC,Public,MD,Waldorf,11110 Mall Cir,20603,38.617446,-76.924279
ELEC,Public,MD,Towson,939 York Rd,21204,39.40948,-76.60795
ELEC,Public,MD,Hanover,7000 Arundel Mills Cir,21076,39.154206,-76.724281
ELEC,Public,MD,Bowie,15437 Excelsior Dr,20716,38.94522,-76.73585
ELEC,Public,MD,Beltsville,10515 Baltimore Ave,20705,39.02673,-76.91706
ELEC,Public,MD,Hagerstown,495 Premium Outlets Blvd,21740,39.609695,-77.733074
ELEC,Public,MD,Catonsville,5646 Baltimore National Pike,21228,39.289273,-76.728268
ELEC,Public,MD,Bethesda,4950 Elm Street,20814,38.9817498,-77.0980969
ELEC,Public,MD,Baltimore,825 E Fort Ave,21230,39.27169,-76.60193
ELEC,Public,MD,Silver Spring,3836 International Dr,20906,39.102892,-77.076223
ELEC,Public,MD,Hagerstown,1580 Wesel Blvd,21740,39.63193,-77.76248
ELEC,Public,MD,Rockville,11580 Old Georgetown Rd,20852,39.0505506,-77.1164109
ELEC,Public,MD,Gaithersburg,113 Ellington Blvd,20878,39.115519,-77.204474
ELEC,Public,MD,Nottingham,5267 Cambell Blvd,21236,39.368397,-76.452257
ELEC,Public,MD,Reistertown,12035 Reistertown Rd,21136,39.451351,-76.818271
ELEC,Public,MD,Columbia,8775 Cloudleap Ct,21045,39.207521,-76.815743
ELEC,Public,MD,Columbia,8775 Cloudleap Ct,21045,39.207483,-76.815982
ELEC,Public,MD,Rockville,378 Maryland 355,20850,39.085258269,-77.149801406
ELEC,Public,MD,Marlow Heights,4119 Branch Avenue,20748,38.8325125,-76.9439795
ELEC,Public,MD,Baltimore,7920 Belair Road,21236,39.374033441,-76.511104407
ELEC,Public,MD,Silver Spring,12521 Prosperity Dr,20904,39.061086,-76.96003
ELEC,Public,MD,Germantown,13110 Winged Foot Ln,20874,39.19986,-77.27299
ELEC,Public,MD,Germantown,13215 Oakland Hills Blvd,20874,39.20083,-77.27316
ELEC,Public,MD,Germantown,13221 Oakland Hills Blvd,20874,39.20188,-77.27168
ELEC,Public,MD,Germantown,304 Baltusrol Dr,20874,39.19978,-77.2736
ELEC,Public,MD,Chevy Chase,5454 Wisconsin Pl,20815,38.9628,-77.08758
ELEC,Public,MD,Bethesda,4500 E W Hwy,20814,38.98476,-77.0912
ELEC,Public,MD,Bethesda,4710 Elm St,20814,38.981944,-77.092133
ELEC,Public,MD,Perry Hall,9685 Honeygo Blvd.,21128,39.415425,-76.45069
ELEC,Public,MD,Elkridge,7830 Mistletoe Dr.,21075,39.18091,-76.77549
ELEC,Public,MD,Germantown,19520 Waters Road,20874,39.175827,-77.274188
ELEC,Public,MD,Camp Springs,4300 W Village Ave,20746,38.830319,-76.909891
ELEC,Public,MD,Silver Spring,11219 Grandview Ave,20902,39.038906,-77.052239
ELEC,Public,MD,Silver Spring,11219 Grandview Ave,20902,39.038868,-77.05224
ELEC,Public,MD,Baltimore,1805 East Madison Street,21205,39.2992877,-76.5921643
ELEC,Public,MD,Hanover,7791 Arundel Mills Blvd,21076,39.151655,-76.74389
ELEC,Public,MD,Laurel,699 Main St,20707,39.108101,-76.852231
ELEC,Public,MD,Baltimore,5626 Loch Raven Blvd,21218,39.359318,-76.588684
ELEC,Public,MD,Baltimore,5601 Loch Raven Blvd,21239,39.35933,-76.588639
ELEC,Public,MD,Baltimore,5601 Loch Raven Blvd,21239,39.359348,-76.588698
ELEC,Public,MD,Glen Burnie,7405 Charley Eckman Ln,21061,39.166811,-76.638747
ELEC,Public,MD,Burtonsville,3915 National Drive,20866,39.112093,-76.9300506
ELEC,Public,MD,Reisterstown,21 Cockeys Mill Road,21136,39.463779,-76.831057
ELEC,Public,MD,Baltimore,1001 Fleet Street,21202,39.2840184,-76.5994792
ELEC,Public,MD,North Bethesda,10401 Grosvenor Pl,20852,39.027178,-77.106536
ELEC,Public,MD,Bethesda,4550 Montgomery Ave Enter from Montgomery Ave,20814,38.983898,-77.091245
ELEC,Public,MD,Bethesda,4550 Montgomery Ave Enter from Montgomery Ave,20814,38.983837,-77.091227
ELEC,Public,MD,Ijamsville,Bennett Creek Blvd,21754,39.320145,-77.352819
ELEC,Public,MD,Ijamsville,Bennett Creek Blvd,21754,39.319888,-77.352701
ELEC,Public,MD,Ijamsville,Bennett Creek Blvd,21754,39.319954,-77.352733
ELEC,Public,MD,Ijamsville,Bennett Creek Blvd,21754,39.32007,-77.352776
ELEC,Public,MD,Ijamsville,Bennett Creek Blvd,21754,39.319838,-77.352679
ELEC,Public,MD,Ijamsville,Bennett Creek Blvd,21754,39.320278,-77.352904
ELEC,Public,MD,Ijamsville,Bennett Creek Blvd,21754,39.320328,-77.352937
ELEC,Public,MD,Ijamsville,Bennett Creek Blvd,21754,39.320195,-77.352851
ELEC,Public,MD,Ijamsville,Bennett Creek Blvd,21754,39.32002,-77.352754
ELEC,Public,MD,North Laurel,North Laurel Community Center,20723,39.115891,-76.837012
ELEC,Public,MD,North Laurel,North Laurel Community Center,20723,39.115841,-76.837017
ELEC,Public,MD,Odenton,800 Hydric Court,21113,39.0511684,-76.707316
ELEC,Public,MD,Gaithersburg,100 Edison Park Dr,20878,39.112883,-77.236402
ELEC,Public,MD,Bethesda,7301 Waverly St Enter by Hilton Garden Inn,20814,38.98308,-77.09199
ELEC,Public,MD,Gaithersburg,100 Edison Park Dr,20878,39.113091,-77.236456
ELEC,Public,MD,Bowie,16600 Governor Bridge Rd,20716,38.951708,-76.716521
ELEC,Public,MD,Clear Spring,122 National Pike,21722,39.656443,-77.930816
ELEC,Public,MD,Annapolis,1025 Bay Ridge Rd.,21403,38.942471,-76.48455
ELEC,Public,MD,Columbia,5100 Columbia Road,21044,39.2362555,-76.8441899
ELEC,Public,MD,Waldorf,2600 Crain Hwy Waldorf MD 20601,20601,38.637748,-76.898107
ELEC,Public,MD,Myersville,3002 Ventrie Ct,21773,39.493172,-77.566698
ELEC,Public,MD,Myersville,3002 Ventrie Ct,21773,39.493181,-77.566663
ELEC,Public,MD,Myersville,3002 Ventrie Ct,21773,39.493185,-77.566782
ELEC,Public,MD,Phoenix,3605 Sweet Air Rd,21131,39.513822,-76.554245
ELEC,Public,MD,Salisbury,Lot 13 W Chestnut St,21801,38.368755,-75.600855
ELEC,Public,MD,Brooklyn Park,300 Hammonds Ln,21225,39.215215,-76.622617
ELEC,Public,MD,Waldorf,2475 Old Washington Rd.,20601,38.63476,-76.89957
ELEC,Public,MD,Fort Washington,177 Tucker Road,20744,38.7851372,-76.9786926
ELEC,Public,MD,Brentwood,4300 39th Place,20722,38.943757,-76.9561
ELEC,Public,MD,Baltimore,121 S. Fremont Avenue,21201,39.2862838,-76.6271014
ELEC,Public,MD,Easton,6730 Ocean Gateway,21601,38.732976,-76.069559
ELEC,Public,MD,Marlboro,14201 School Ln,20814,38.815003,-76.759252
ELEC,Public,MD,Waldorf,2910 Crain Hwy,20601,38.630795,-76.90441
ELEC,Public,MD,Annapolis,850 Revell Highway,21409,39.014053,-76.406705
ELEC,Public,MD,Forestville,Ritchie Station Court at Bus Stop #2,20747,38.86637,-76.849911
ELEC,Public,MD,Baltimore,2825 S Hanover St,21225,39.253263,-76.616109
ELEC,Public,MD,Oxon Hill,150 Potomac Passage,20745,38.784882,-77.014722
ELEC,Public,MD,Rockville,700 Fallsgrove Dr,20850,39.099443,-77.185306
ELEC,Public,MD,Silver Springs,8616 2nd Ave,20910,38.882571,-77.117828
ELEC,Public,MD,Bethesda,4935 Saint Elmo Ave,20814,38.988143,-77.098624
ELEC,Public,MD,Ellicott City,9035 Baltimore National Pike,21042,39.276107,-76.823373
ELEC,Public,MD,Baltimore,1215 East Fort Avenue,21230,39.2685951,-76.5977639
ELEC,Public,MD,Bethesda,4950 Elm Street,20814,38.9819,-77.09808
ELEC,Public,MD,Snow Hill,E Green St.,21863,38.177824,-75.392864
ELEC,Public,MD,Salisbury,2015 N Salisbury Blvd,21801,38.392051,-75.574909
ELEC,Public,MD,Oxon Hill,251 Mariner Passage,20745,38.783105,-77.014799
ELEC,Public,MD,Crownsville,1104 Sunrise Beach Rd,21032,39.064555,-76.589958
ELEC,Public,MD,Olney,16651 Georgia Ave.,20832,39.127711,-77.071729
ELEC,Public,MD,Bladensburg,4229 Edmonston Rd.,20710,38.94255,-76.932819
ELEC,Public,MD,Silver Spring,1315 East-West Hwy,20910,38.992335,-77.030585
ELEC,Public,MD,Capital Heights,1300 Capitol Heights Blvd.,20743,38.871074,-76.918565
ELEC,Public,MD,Wye Mills,101 Wye Trading Dr.,21679,38.939959,-76.063613
ELEC,Public,MD,Elkridge,6095 Marshalee Dr,21075,39.205422,-76.773466
ELEC,Public,MD,Bowie,10620 Martin Luther King Jr. Highway,20720,38.95635,-76.82404
ELEC,Public,MD,Rockville,5601 Fishers Lane,20852,39.064175,-77.112563
ELEC,Public,MD,Silver Springs,12000 Plum Orchard Dr,20904,39.048904,-76.95674
ELEC,Public,MD,Silver Springs,12000 Plum Orchard Dr,20904,39.048707,-76.956663
ELEC,Public,MD,Rockville,1801 Chapman Ave,20852,39.060001,-77.121076
ELEC,Public,MD,Waldorf,2910 Crain Hwy,20601,38.63095,-76.90464
ELEC,Public,MD,Bethesda,8001 Woodmont Ave,20814,38.9898679,-77.096218
ELEC,Public,MD,Laurel,312 Main Street,20707,39.104169,-76.844478
ELEC,Public,MD,Stevensville,111 Thompson Creek Rd.,21666,38.977805,-76.321074
ELEC,Public,MD,Baltimore,1515 Washington Blvd,21230,39.278219,-76.640777
ELEC,Public,MD,Annapolis,134 134 Prince George Street,21401,38.9784295,-76.4862319
ELEC,Public,MD,Chesapeake Beach,4160 Mears Ave,20732,38.690484,-76.5335407
ELEC,Public,MD,Linthicum Heights,741 Scott Dr.,21090,39.188975,-76.678329
ELEC,Public,MD,Hagerstown,17625 Technology Blvd,21740,39.599098,-77.7591319
ELEC,Public,MD,Catonsville,493 Misty Wood Way,21228,39.286769,-76.723228
ELEC,Public,MD,Annapolis,850 Revell Highway,21409,39.01354,-76.40682
ELEC,Public,MD,Annapolis,850 Revell Highway,21409,39.013805,-76.406702
ELEC,Public,MD,Annapolis,6 Bladen St,21401,38.980459,-76.492619
ELEC,Public,MD,Reisterstown,410 Chartley Park Rd,21136,39.459072,-76.82411
ELEC,Public,MD,Reisterstown,410 Chartley Park Rd,21136,39.45913,-76.82411
ELEC,Public,MD,Catonsville,493 Misty Wood Way,21228,39.28711,-76.7232
ELEC,Public,MD,Thurmont,12698 Catoctin Furnace Rd,21788,39.581157,-77.434425
ELEC,Public,MD,Bowie,14000 Jericho Park Rd,20715,39.018355,-76.759818
ELEC,Public,MD,Glen Burnie,7500 Ritchie Hwy,21061,39.162831,-76.622982
ELEC,Public,MD,Baltimore,711 S Central Ave,21202,39.282715,-76.598431
ELEC,Public,MD,Nottingham,8352 Honeygo Blvd,21236,39.374872,-76.462194
ELEC,Public,MD,Nottingham,8352 Honeygo Blvd,21236,39.375324,-76.462851
ELEC,Public,MD,Nottingham,8352 Honeygo Blvd,21236,39.375314,-76.462898
ELEC,Public,MD,College Park,10100 IKEA Way,20740,39.020366,-76.928134
ELEC,Public,MD,College Park,10100 IKEA Way,20740,39.020404,-76.928106
ELEC,Public,MD,College Park,10100 IKEA Way,20740,39.020425,-76.928023
ELEC,Public,MD,College Park,10100 Baltimore Ave,20740,39.020676,-76.928835
ELEC,Public,MD,College Park,10100 Baltimore Ave,20740,39.021242,-76.928186
ELEC,Public,MD,Cockeysville,10710 Beaver Dam Rd,21030,39.477213,-76.652965
ELEC,Public,MD,Baltimore,1700 Pennsylvania Ave,21217,39.30425,-76.635673
ELEC,Public,MD,Berwyn Heights,5411 Berwyn Rd.,20740,38.993495,-76.921468
ELEC,Public,MD,Columbia,10970 Grantchester Wy,21044,39.210605,-76.866148
ELEC,Public,MD,Columbia,10970 Grantchester Way,21044,39.210605,-76.866105
ELEC,Public,MD,Columbia,10970 Grantchester Wy,21044,39.21058,-76.866148
ELEC,Public,MD,Columbia,10970 Grantchester Wy,21044,39.210563,-76.866169
ELEC,Public,MD,Columbia,10970 Grantchester Wy,21044,39.210572,-76.866148
ELEC,Public,MD,Prince Frederick,130 Auto Drive,20678,38.561791,-76.604672
ELEC,Public,MD,Waldorf,11765 St Linus Drive,20601,38.562914,-76.904098
ELEC,Public,MD,Baltimore,111 South Calvert Street,21202,39.287278,-76.611472
ELEC,Public,MD,District Heights,Pennsylvania Ave. & Silver Hill Rd.,20747,38.853703417,-76.912472967
ELEC,Public,MD,Hyattsville,3500 East West Highway,20782,38.9690035,-76.9558445
ELEC,Public,MD,Baltimore,111 South Calvert Street,21202,39.28698015,-76.6115648
ELEC,Public,MD,Towson,825 Dulaney Valley Rd,21204,39.403532,-76.5987925
ELEC,Public,MD,Towson,825 Dulaney Valley Rd,21204,39.403533,-76.5987935
ELEC,Public,MD,Gaithersburg,800 Rabbit Rd,20878,39.141167,-77.231071
ELEC,Public,MD,Owings Mills,4514 Painters Mill Road,21117,39.39617470660157,-76.78838511501472
ELEC,Public,MD,Silver Spring,12210 Cherry Hill Rd,20904,39.061083,-76.95843
ELEC,Public,MD,Prince Frederick,113 Auto Dr,20678,38.562496,-76.597115
ELEC,Public,MD,Bladensburg,4500 57th Avenue,20710,38.945536,-76.917444
ELEC,Public,MD,Jessup,7645 Port Capital Dr,20794,39.172667,-76.777938
ELEC,Public,MD,Baltimore,1221 W 36th St,21211,39.330487,-76.636124
ELEC,Public,MD,Upper Marlboro,5700 Crain Hwy,20772,38.810376,-76.737791
ELEC,Public,MD,Ocean City,12502 Ocean Gateway,21842,38.33901,-75.11905
ELEC,Public,MD,Solomons,142 Williams Street,20688,38.319072,-76.454363
ELEC,Public,MD,Silver Spring,1290 East-West Highway,20910,38.9914385,-77.0316186
ELEC,Public,MD,Rockville,9711 Key West Avenue,20850,39.1054175,-77.205897
ELEC,Public,MD,Columbia,7160 Columbia Gateway Drive,21046,39.1798022,-76.8062363
ELEC,Public,MD,Upper Marlboro,3500 Brown Station Road,20774,38.8468262,-76.7842119
ELEC,Public,MD,Beltsville,4700 Corridor Place,20705,39.0542043,-76.9251219
ELEC,Public,MD,Jessup,8450 Dorsey Run Rd,20794,39.140131,-76.795237
ELEC,Public,MD,Cumberland,"10102 Country Club Rd,",21502,39.656407,-78.736072
ELEC,Public,MD,Ocean City,12708 Ocean Gateway,21842,38.336318,-75.110408
ELEC,Public,MD,Baltimore,3700 Toone Street,21224,39.2792005,-76.5650904
ELEC,Public,MD,Bethesda,4818 Del Ray Ave,20814,38.990584,-77.097701
ELEC,Public,MD,Bethesda,4818 Del Ray Ave,20814,38.990572,-77.097691
ELEC,Public,MD,Hagerstown,1945 Dual Hwy,21740,39.603132,-77.68627
ELEC,Public,MD,Rockville,5720 Fishers Ln,20852,39.062595,-77.11713
ELEC,Public,MD,Rockville,5720 Fishers Ln,20852,39.06252,-77.117127
ELEC,Public,MD,Baltimore,1700 Johnson St,21230,39.270759,-76.609564
ELEC,Public,MD,Capitol Heights,4801 Marlboro Pike,20743,38.872772,-76.931607
ELEC,Public,MD,College Park,4400 Calvert Rd,20740,38.97869,-76.938334
ELEC,Public,MD,College Park,4400 Calvert Rd,20740,38.978733,-76.938264
ELEC,Public,MD,College Park,4400 Calvert Rd,20740,38.978625,-76.938243
ELEC,Public,MD,College Park,4400 Calvert Rd,20740,38.978733,-76.9382
ELEC,Public,MD,College Park,4400 Calvert Rd,20740,38.978716,-76.938321
ELEC,Public,MD,College Park,4400 Calvert Rd,20740,38.97869,-76.938322
ELEC,Public,MD,College Park,4429 Calvert Rd,20740,38.978085,-76.93822
ELEC,Public,MD,College Park,4400 Calvert Rd,20740,38.978728,-76.938327
ELEC,Public,MD,Silver Spring,8530 Cameron St,20910,38.99696,-77.03098
ELEC,Public,MD,Silver Spring,8530 Cameron St,20910,38.996883,-77.03107
ELEC,Public,MD,Hagerstown,10310 Auto Pl,21740,39.598506,-77.67907
ELEC,Public,MD,Hagerstown,10310 Auto Pl,21740,39.598449,-77.679177
ELEC,Public,MD,Gaithersburg,690 Watkins Mill Road,20879,39.15852,-77.22261
ELEC,Public,MD,North East,2031 Pulaski Hwy,21901,39.613128,-75.930298
ELEC,Public,MD,Columbia,9200 Berger Rd,21046,39.177854,-76.827801
ELEC,Public,MD,Elkton,560 E Pulaski Hwy,21921,39.598396,-75.811543
ELEC,Public,MD,Germantown,19901 Germantown road,20874,39.177675,-77.257783
ELEC,Public,MD,Columbia,6751 Columbia Gateway Dr,21046,39.184292,-76.80166
ELEC,Public,MD,Columbia,6751 Columbia Gateway Dr,21046,39.184225,-76.801509
ELEC,Public,MD,Columbia,6751 Columbia Gateway Dr,21046,39.1842,-76.801544
ELEC,Public,MD,Elkridge,8250 Gateway Overlook Dr,21075,39.183485,-76.795458
ELEC,Public,MD,Germantown,19901 Germantown Rd,20874,39.1785,-77.256558
ELEC,Public,MD,Germantown,19901 Germantown Rd,20874,39.177695,-77.253699
ELEC,Public,MD,Bethesda,"4841 Bethesda Ave,",20814,38.981195,-77.097295
ELEC,Public,MD,Silver,1120 Jackson Road,20904,39.056501,-76.984827
ELEC,Public,MD,Joppatowne,965 Rumsey Pl,21085,39.421307,-76.36807
ELEC,Public,MD,Baltimore,2760 Boston St.,21224,39.279051,-76.577415
ELEC,Public,MD,Hollywood,24179 Tom Hodges Drive,20636,38.331024,-76.554436
ELEC,Public,MD,Hughesville,15065 Burnt Store Rd,20637,38.532556,-76.785477
ELEC,Public,MD,Baltimore,700 S Sharp St.,21230,39.281045,-76.617526
ELEC,Public,MD,Baltimore,30 S Gilmor St.,21223,39.286919,-76.642288
ELEC,Public,MD,Rockville,390 Martins LN,20850,39.093727,-77.1603
ELEC,Public,MD,Ocean City,12303 Coastal Hwy,21842,38.429002,-75.056104
ELEC,Public,MD,Baltimore,1401 Dock St,21231,39.280935,-76.598311
ELEC,Public,MD,Baltimore,1401 Dock St,21231,39.280931,-76.598331
ELEC,Public,MD,Baltimore,1401 Dock St,21231,39.280939,-76.598325
ELEC,Public,MD,Baltimore,1401 Dock St,21231,39.280924,-76.598337
ELEC,Public,MD,Baltimore,1401 Dock St,21231,39.280917,-76.598309
ELEC,Public,MD,Baltimore,1401 Dock St,21231,39.280914,-76.598324
ELEC,Public,MD,Baltimore,1401 Dock St,21231,39.280924,-76.598307
ELEC,Public,MD,Baltimore,1401 Dock St,21231,39.280907,-76.598267
ELEC,Public,MD,Baltimore,1401 Dock St,21231,39.280904,-76.598317
ELEC,Public,MD,Baltimore,1401 Dock St,21231,39.28094,-76.598293
ELEC,Public,MD,Baltimore,1401 Dock St,21231,39.281004,-76.598303
ELEC,Public,MD,Baltimore,1401 Dock St,21231,39.280832,-76.598323
ELEC,Public,MD,Baltimore,1201 Wills St,21231,39.27992,-76.597653
ELEC,Public,MD,Leonardtown,23365 Hollywood Rd,20650,38.31074,-76.63178
ELEC,Public,MD,Leonardtown,23365 Hollywood Rd,20650,38.31073,-76.631714
ELEC,Public,MD,Silver Spring,116 University Blvd W,20901,39.02155,-77.01518
ELEC,Public,MD,Chevy Chase,8525 Chevy Chase Lake Terrace,20815,38.995334,-77.075474
ELEC,Public,MD,Chevy Chase,8525 Chevy Chase Lake Terrace,20815,38.995822,-77.075881
ELEC,Public,MD,Chevy Chase,8525 Chevy Chase Lake Terrace,20815,38.995332,-77.075495
ELEC,Public,MD,Chevy Chase,8525 Chevy Chase Lake Terrace,20815,38.995368,-77.075499
ELEC,Public,MD,Hyattsville,5249 Kenilworth Ave,20781,38.952686,-76.921451
ELEC,Public,MD,Dunkirk,10750 SOUTHERN MARYLAND BLVD,20754,38.723856,-76.664173
ELEC,Public,MD,Odenton,1320 Cheswick Ln,21113,39.091644,-76.705994
ELEC,Public,MD,Baltimore,5 Amtrak Way,21240,39.192469,-76.69437
ELEC,Public,MD,Oxon Hill,916 Marcy Ave,20745,38.818426,-76.992427
ELEC,Public,MD,Landover Hills,3817 64th Ave,20784,38.936854,-76.906323
ELEC,Public,MD,Landover,3402 Dodge Park Rd,20785,38.931192,-76.880879
ELEC,Public,MD,Landover,2252 Brightseat Rd,20785,38.920777,-76.860925
ELEC,Public,MD,Nottingham,8476 Honeygo Blvd,21236,39.377666,-76.46024
ELEC,Public,MD,Columbia,7099 Copperwood Way,21046,39.173634,-76.862062
ELEC,Public,MD,Gaithersburg,29 Summit Ave,20877,39.14019,-77.19194
ELEC,Public,MD,Upper Marlboro,3511 Crain Hwy,20774,38.841941,-76.727958
ELEC,Public,MD,Fort Washington,7007 Bock Rd,20744,38.791911,-76.974117
ELEC,Public,MD,Baltimore,401 N Smallwood St,21223,39.293223,-76.651416
ELEC,Public,MD,Gambrills,1334 Defense Hwy,21054,38.992897,-76.670679
ELEC,Public,MD,Owings Mills,4545 Painters Mill Rd,21117,39.396681,-76.784442
ELEC,Public,MD,Owings Mills,4515 Painters Mill Rd,21117,39.394636,-76.786026
ELEC,Public,MD,Owings Mills,4515 Painters Mill Rd,21117,39.394792,-76.785994
ELEC,Public,MD,Owings Mills,4545 Painters Mill Rd,21117,39.396614,-76.78457
ELEC,Public,MD,Owings Mills,4525 Painters Mill Rd,21117,39.394354,-76.784668
ELEC,Public,MD,Owings Mills,4555 Painters Mill Rd,21117,39.396523,-76.786
ELEC,Public,MD,Owings Mills,4405 Painters Mill Rd,21117,39.3919,-76.78623
ELEC,Public,MD,Owings Mills,4525 Painters Mill Rd,21117,39.39433,-76.784744
ELEC,Public,MD,Owings Mills,11550 cronridge dr,21117,39.443893,-76.77125
ELEC,Public,MD,Owings Mills,4435 Painters Mill Rd,21117,39.391197,-76.785164
ELEC,Public,MD,Owings Mills,4405 Painters Mill Rd,21117,39.391785,-76.78603
ELEC,Public,MD,Owings Mills,4435 Painters Mill Rd,21117,39.391106,-76.78497
ELEC,Public,MD,Hagerstown,13302 Pennsylvania Avenue,21742,39.6789641,-77.7273242
ELEC,Public,MD,Baltimore,3201 Barclay St.,21218,39.328144,-76.610895
ELEC,Public,MD,GLEN BURNIE,7327 RITCHIE HWY,21061,39.169322,-76.620061
ELEC,Public,MD,Flintstone,16701 Lakeview Rd NE,21530,39.700343,-78.656296
ELEC,Public,MD,Flintstone,16701 Lakeview Rd NE,21530,39.700277,-78.65591
ELEC,Public,MD,Hughesville,13675 Oaks Road,20637,38.502463,-76.826174
ELEC,Public,MD,Baltimore,"3910 Keswick Road, Suite N2500",21211,39.336311,-76.62892
ELEC,Public,MD,Baltimore,5500 East Lombard Street,21224,39.294324,-76.5508569
ELEC,Public,MD,Cambridge,1025 Washington St,21613,38.56765,-76.09415
ELEC,Public,MD,Lanham,10100 Business Parkway,20706,38.9571239,-76.8298608
ELEC,Public,MD,Columbia,6692 Cedar Ln,21044,39.190196,-76.894893
ELEC,Public,MD,Germantown,20501 Seneca Meadows Parkway,20876,39.1952492,-77.2588023
ELEC,Public,MD,Upper Marlboro,9601 Fallard Terrace,20772,38.8033938,-76.8405929
